Doculect	Subfamily	ISO	ID	Glottolog	Longitude	Latitude	Concept	Form	Cognate_Class	Comment
Akuntsu	Tuparí	aqz	aqz	akun1241	-60.9716	-12.8322	BIG	atʃo	1	
Mekens (Sakurabiat)	Tuparí	skf	skf	saki1248	-62.0927	-13.054	BIG	aso	1	
Cinta-Larga	Mondé	cin	cin	cint1239	-60.8312	-10.5879	BIG	pui	3	
Gavião (Ikólóéhj)	Mondé	gvo	gvo-gaviao	gavi1246	-61.6752	-10.7235	BIG	pohj	3	
Mondé	Mondé	mnd	mnd	sala1273	-61.25	-12.0499	BIG	puj	3	
Aruá	Mondé	arx	arx	arua1261	-62.44	-12.12	BIG	pooj	3	
Zoró	Mondé	gvo	gvo-zoro	gavi1246	-61.6752	-10.7235	BIG	pooj	3	
Suruí-Paiter	Mondé	sru	sru	suru1262	-61.2818	-11.0989	BIG	ipoj	3	
Karitiana	Arikem	ktn	ktn	kari1311	-64.1522	-9.37937	BIG	tɨɨ		
Arikem	Arikem	ait	ait	arik1264	-63.74	-8.92	BIG	tʃato		
Xipaya	Juruna	xiy	xiy	xipa1240	-49.948	-4.133	BIG	úrahu	1	
Juruna	Juruna	jur	jur	juru1256	-53.3472	-10.9354	BIG	urahu	1	
Mundurukú	Munduruku	myu	myu	mund1330	-57.691	-8.41095	BIG	boŋ		
Kuruaya	Munduruku	kyr	kyr	kuru1309	-52.2303	-3.09561	BIG	adore		
Sateré-Mawé	Mawé	mav	mav	sate1243	-56.8749	-3.63897	BIG	wato / kɨt	1	
Awetí	Awetí	awe	awe	awet1244	-53.391944	-12.381944	BIG	watu	1	
Parakanã	Tupí-Guaraní	pak	pak	para1312	-50.0621	-4.64681	BIG	oho	1	
Asurini do Tocantins	Tupí-Guaraní	asu	asu	toca1235	-49.8991	-3.59359	BIG	wise	1	
Suruí (Pará)	Tupí-Guaraní	mdz	mdz	suru1262	-48.59	-5.93	BIG	uhu	1	
Tapirapé (Apyãwa)	Tupí-Guaraní	taf	taf	tapi1254	-50.5438	-10.5373	BIG	o	1	
Tembé	Tupí-Guaraní	tqb	tqb	temb1276	-48.2359	-2.6123	BIG	uhu	1	
Guajajara	Tupí-Guaraní	gub	gub	guaj1255	-45.7081	-4.69461	BIG	uhuaʔu	1	
Apiaká	Tupí-Guaraní	api	api	apia1248	-57.91	-7.84711	BIG	hĩhãj	1	
Parintintin	Tupí-Guaraní	pah	pah	tenh1241	-61.936	-7.92626	BIG	ehãj	1	
Amondawa	Tupí-Guaraní	adw	adw	amun1246	-62.3064	-9.04023	BIG	ehãjhu	1	
Tenharim	Tupí-Guaraní	xyz	xyz	????	-61.8972	-8.32882	BIG	hoj	1	
Urueuwauwau	Tupí-Guaraní	urz	urz	urue1240	-63.8086	-10.9176	BIG	ehãj	1	
Tupi do Machado (Wirafed) †	Tupí-Guaraní	###	wir	????	-61.358125	-12.523397	BIG	aeŋatuú		
Kayabí	Tupí-Guaraní	kyz	kyz	kaya1329	-55.5479	-11.2747	BIG	ũũ	1	
Araweté	Tupí-Guaraní	awt	awt	araw1273	-52.5001	-4.90246	BIG	puku	2	
Anambé of Ehrenreich †	Tupí-Guaraní	??#	ane	anam1251	-50.5	-4.5	BIG	towihã		
Guajá	Tupí-Guaraní	gvj	gvj	guaj1256	-46.3683	-3.93574	BIG	hu	1	
Emerillon (Tekó)	Tupí-Guaraní	eme	eme	emer1243	-52.3699	3.23694	BIG	uhu	1	
Wayampí	Tupí-Guaraní	oym	oym	waya1270	-52.6887	1.73817	BIG	taʔɨ-luwã		
Ka'apor (Urubu) 	Tupí-Guaraní	urb	urb	urub1250	-46.2204	-2.46455	BIG	utʃu	1	
Anambé	Tupí-Guaraní	aan	aan	anam1249	-49.303	-2.71119	BIG	uhu / tuwihauhu	1	
Kamayura	Tupí-Guaraní	kay	kay	kama1373	-53.4651	-12.2661	BIG	uwiaw		
Asurini do Xingu	Tupí-Guaraní	asn	asn	xing1248	-52.321	-4.13463	BIG	fuku	2	
Avá-Canoeiro	Tupí-Guaraní	avv	avv	avac1239	-48.1336	-13.6081	BIG	uru	1	
Tupinambá †	Tupí-Guaraní	tpn	tpn	tupi1273	-34.887	-8.1055	BIG	usu	1	
Nheengatu	Tupí-Guaraní	yrl	yrl	nhen1239	-66.9646	1.04503	BIG	usu	1	
Língua Geral Paulista (Tupi austral) †	Tupí-Guaraní	tpʷ	tpʷ	tupi1274	-46.38	-23.95	BIG	asu	1	
Yuki	Tupí-Guaraní	yuq	yuq	yuqu1240	-64.9438	-16.7875	BIG	gʷasu	1	
Guarayo	Tupí-Guaraní	gyr	gyr	guar1292	-61.6934	-15.8247	BIG	gʷatsu	1	
Sirionó	Tupí-Guaraní	srq	srq	siri1273	-63.9688	-15.5298	BIG	kasu	1	
Warazu (Pauserna)	Tupí-Guaraní	psm	psm	paus1244	-63.1903	-12.8553	BIG	wuhu	1	
Chiriguano	Tupí-Guaraní	gui	gui	east2555	-63.37	-20.42	BIG	oweteo	1	
Jorá	Tupí-Guaraní	jor	jor	jora1240	-63.21	-15.75	BIG	watʃu / watsu	1	
Mbyá	Tupí-Guaraní	gun	gun	mbya1239	-52.711	-26.0188	BIG	gʷatʃu	1	
Guarani Paraguay	Tupí-Guaraní	gug	gug	para1311	-57.08816	-25.60551	BIG	posogue	1	
Old Guaraní †	Tupí-Guaraní	#??	olg	????	-54.29	-26.25	BIG	gʷasu	1	
Guayaki (Aché)	Tupí-Guaraní	guq	guq	ache1246	-56.4697	-25.5865	BIG	watʃu	1	
Xetá	Tupí-Guaraní	xet	xet	xeta1241	-52.2266	-24.9408	BIG	ɤaʒo	1	
Kaiowá	Tupí-Guaraní	kgk	kgk	kaiw1246	-54.6815	-24.589	BIG	gʷasu	1	
Tapiete	Tupí-Guaraní	tpj	tpj	tapi1253	-62.684	-21.4169	BIG	wasu	1	
Chiripá (Ñandeva / Avá-Guarani)	Tupí-Guaraní	nhd	nhd	chir1286	-55.05	-25.65	BIG	tuwitʃa / gʷwatsu	 / 1	
Apapokuva of Nimuendajú †	Tupí-Guaraní	?#?	apa	????	-54.4528	-23.7325	BIG	gʷasu	1	
Omagua	nonTupían	omg	omg	omag1248	-69.17	-3.53	BIG	wasu	1	
Cocama-Cocamilla	nonTupían	cod	cod	coca1259	-74	-4.5	BIG	tu	1	
Puruborá	Ramarana-Purubora	pur	pur	puru1264	-62.4358	-11.4226	BIRD	maʃajã		
Ntogapíd (Itogapúk) †	Ramarana-Purubora	##?	nto	????	-61.66003	-10.452133	BIRD	ĩ̄ja		
Makurap	Tuparí	mpu	mpu	maku1278	-64.3201	-11.8701	BIRD	mõkira	B 1	
Wayoró	Tuparí	wyr	wyr	wayo1238	-61.3064	-12.6945	BIRD	ɲũkɨra	A 1	
Tuparí	Tuparí	tpr	tpr	tupa1250	-62.2544	-11.8884	BIRD	kɨjamʔiri		
Akuntsu	Tuparí	aqz	aqz	akun1241	-60.9716	-12.8322	BIRD	jõkora	A 1	
Mekens (Sakurabiat)	Tuparí	skf	skf	saki1248	-62.0927	-13.054	BIRD	õkɨra(sĩn)	A 1	
Cinta-Larga	Mondé	cin	cin	cint1239	-60.8312	-10.5879	BIRD	ĩtha		
Gavião (Ikólóéhj)	Mondé	gvo	gvo-gaviao	gavi1246	-61.6752	-10.7235	BIRD	ĩdɨ̃ɨ̃t / ʃipi		
Mondé	Mondé	mnd	mnd	sala1273	-61.25	-12.0499	BIRD	ĩda		
Aruá	Mondé	arx	arx	arua1261	-62.44	-12.12	BIRD	ĩdɨt		
Suruí-Paiter	Mondé	sru	sru	suru1262	-61.2818	-11.0989	BIRD	ĩjɨɨt		
Karitiana	Arikem	ktn	ktn	kari1311	-64.1522	-9.37937	BIRD	ĩnh		
Xipaya	Juruna	xiy	xiy	xipa1240	-49.948	-4.133	BIRD	iti		
Juruna	Juruna	jur	jur	juru1256	-53.3472	-10.9354	BIRD	uʃiʃi		
Mundurukú	Munduruku	myu	myu	mund1330	-57.691	-8.41095	BIRD	wãsə̃		
Kuruaya	Munduruku	kyr	kyr	kuru1309	-52.2303	-3.09561	BIRD	osĩ		
Sateré-Mawé	Mawé	mav	mav	sate1243	-56.8749	-3.63897	BIRD	weita	1	
Awetí	Awetí	awe	awe	awet1244	-53.391944	-12.381944	BIRD	epuza	3	
Parakanã	Tupí-Guaraní	pak	pak	para1312	-50.0621	-4.64681	BIRD	βɨra	1	
Asurini do Tocantins	Tupí-Guaraní	asu	asu	toca1235	-49.8991	-3.59359	BIRD	wɨra	1	
Suruí (Pará)	Tupí-Guaraní	mdz	mdz	suru1262	-48.59	-5.93	BIRD	wɨra	1	
Tapirapé (Apyãwa)	Tupí-Guaraní	taf	taf	tapi1254	-50.5438	-10.5373	BIRD	wɨrãhi	1	
Tembé	Tupí-Guaraní	tqb	tqb	temb1276	-48.2359	-2.6123	BIRD	wira	1	
Guajajara	Tupí-Guaraní	gub	gub	guaj1255	-45.7081	-4.69461	BIRD	wɨra	1	
Apiaká	Tupí-Guaraní	api	api	apia1248	-57.91	-7.84711	BIRD	βɨʔra		
Parintintin	Tupí-Guaraní	pah	pah	tenh1241	-61.936	-7.92626	BIRD	gʷɨra	1	
Amondawa	Tupí-Guaraní	adw	adw	amun1246	-62.3064	-9.04023	BIRD	wira	1	
Tenharim	Tupí-Guaraní	xyz	xyz	????	-61.8972	-8.32882	BIRD	pira	1	
Urueuwauwau	Tupí-Guaraní	urz	urz	urue1240	-63.8086	-10.9176	BIRD	wira	1	
Tupi do Machado (Wirafed) †	Tupí-Guaraní	###	wir	????	-61.358125	-12.523397	BIRD	wɨra	1	
Kayabí	Tupí-Guaraní	kyz	kyz	kaya1329	-55.5479	-11.2747	BIRD	wɨra	1	
Guajá	Tupí-Guaraní	gvj	gvj	guaj1256	-46.3683	-3.93574	BIRD	ira	1	
Emerillon (Tekó)	Tupí-Guaraní	eme	eme	emer1243	-52.3699	3.23694	BIRD	baʔelaʔɨl	2	
Wayampí	Tupí-Guaraní	oym	oym	waya1270	-52.6887	1.73817	BIRD	wɨra	1	
Ka'apor (Urubu) 	Tupí-Guaraní	urb	urb	urub1250	-46.2204	-2.46455	BIRD	maʔewɨra	1	
Anambé	Tupí-Guaraní	aan	aan	anam1249	-49.303	-2.71119	BIRD	wɨrã	1	
Kamayura	Tupí-Guaraní	kay	kay	kama1373	-53.4651	-12.2661	BIRD	wɨra	1	
Asurini do Xingu	Tupí-Guaraní	asn	asn	xing1248	-52.321	-4.13463	BIRD	wɨra	1	
Avá-Canoeiro	Tupí-Guaraní	avv	avv	avac1239	-48.1336	-13.6081	BIRD	wɨra	1	
Tupinambá †	Tupí-Guaraní	tpn	tpn	tupi1273	-34.887	-8.1055	BIRD	gʷɨra	1	
Nheengatu	Tupí-Guaraní	yrl	yrl	nhen1239	-66.9646	1.04503	BIRD	wira	1	
Língua Geral Paulista (Tupi austral) †	Tupí-Guaraní	tpʷ	tpʷ	tupi1274	-46.38	-23.95	BIRD	gʷirá*		cf. Leite 2013
Yuki	Tupí-Guaraní	yuq	yuq	yuqu1240	-64.9438	-16.7875	BIRD	gura	1	
Guarayo	Tupí-Guaraní	gyr	gyr	guar1292	-61.6934	-15.8247	BIRD	βɨra	1	
Sirionó	Tupí-Guaraní	srq	srq	siri1273	-63.9688	-15.5298	BIRD	gira	1	
Warazu (Pauserna)	Tupí-Guaraní	psm	psm	paus1244	-63.1903	-12.8553	BIRD	wira	1	
Chiriguano	Tupí-Guaraní	gui	gui	east2555	-63.37	-20.42	BIRD	gʷɨra	1	
Mbyá	Tupí-Guaraní	gun	gun	mbya1239	-52.711	-26.0188	BIRD	gʷɨra	1	
Guarani Paraguay	Tupí-Guaraní	gug	gug	para1311	-57.08816	-25.60551	BIRD	gʷɨra	1	
Old Guaraní †	Tupí-Guaraní	#??	olg	????	-54.29	-26.25	BIRD	gʷɨra	1	
Guayaki (Aché)	Tupí-Guaraní	guq	guq	ache1246	-56.4697	-25.5865	BIRD	kʷɨra	1	
Xetá	Tupí-Guaraní	xet	xet	xeta1241	-52.2266	-24.9408	BIRD	ŋʷora	1	
Kaiowá	Tupí-Guaraní	kgk	kgk	kaiw1246	-54.6815	-24.589	BIRD	gʷɨra	1	
Tapiete	Tupí-Guaraní	tpj	tpj	tapi1253	-62.684	-21.4169	BIRD	wɨra	1	
Chiripá (Ñandeva / Avá-Guarani)	Tupí-Guaraní	nhd	nhd	chir1286	-55.05	-25.65	BIRD	gʷɨra	1	
Omagua	nonTupían	omg	omg	omag1248	-69.17	-3.53	BIRD	wɨra	1	
Cocama-Cocamilla	nonTupían	cod	cod	coca1259	-74	-4.5	BIRD	wɨra	1	
Puruborá	Ramarana-Purubora	pur	pur	puru1264	-62.4358	-11.4226	BITE	ʃeka	1	
Makurap	Tuparí	mpu	mpu	maku1278	-64.3201	-11.8701	BITE	mboroŋga	5	
Wayoró	Tuparí	wyr	wyr	wayo1238	-61.3064	-12.6945	BITE	pɨrɨ	4	
Tuparí	Tuparí	tpr	tpr	tupa1250	-62.2544	-11.8884	BITE	wek	1	
Akuntsu	Tuparí	aqz	aqz	akun1241	-60.9716	-12.8322	BITE	tʃoga	1	
Mekens (Sakurabiat)	Tuparí	skf	skf	saki1248	-62.0927	-13.054	BITE	sogo	1	
Cinta-Larga	Mondé	cin	cin	cint1239	-60.8312	-10.5879	BITE	kekek		
Gavião (Ikólóéhj)	Mondé	gvo	gvo-gaviao	gavi1246	-61.6752	-10.7235	BITE	βa	3	
Aruá	Mondé	arx	arx	arua1261	-62.44	-12.12	BITE	βa	3	
Matanau †	Mondé	?##	mat	????	-60.682	-5.336	BITE	ukaleiãn	7	
Kabanae †	Mondé	?#?	kbn	????	-60.462	-5.199	BITE	ukálo	7	
Zoró	Mondé	gvo	gvo-zoro	gavi1246	-61.6752	-10.7235	BITE	βa	3	
Suruí-Paiter	Mondé	sru	sru	suru1262	-61.2818	-11.0989	BITE	akar	7	
Karitiana	Arikem	ktn	ktn	kari1311	-64.1522	-9.37937	BITE	okoot		
Arikem	Arikem	ait	ait	arik1264	-63.74	-8.92	BITE	u	1	
Xipaya	Juruna	xiy	xiy	xipa1240	-49.948	-4.133	BITE	tu	1	
Juruna	Juruna	jur	jur	juru1256	-53.3472	-10.9354	BITE	atʃu	1	
Mundurukú	Munduruku	myu	myu	mund1330	-57.691	-8.41095	BITE	a		
Kuruaya	Munduruku	kyr	kyr	kuru1309	-52.2303	-3.09561	BITE	delʒek	6	
Sateré-Mawé	Mawé	mav	mav	sate1243	-56.8749	-3.63897	BITE	katuʔu	1	
Awetí	Awetí	awe	awe	awet1244	-53.391944	-12.381944	BITE	tuʔu	1	
Parakanã	Tupí-Guaraní	pak	pak	para1312	-50.0621	-4.64681	BITE	ʔo	1	
Asurini do Tocantins	Tupí-Guaraní	asu	asu	toca1235	-49.8991	-3.59359	BITE	oʔo	1	
Suruí (Pará)	Tupí-Guaraní	mdz	mdz	suru1262	-48.59	-5.93	BITE	oʔo	1	
Tapirapé (Apyãwa)	Tupí-Guaraní	taf	taf	tapi1254	-50.5438	-10.5373	BITE	oʔo	1	
Tembé	Tupí-Guaraní	tqb	tqb	temb1276	-48.2359	-2.6123	BITE	tiʔu	1	
Guajajara	Tupí-Guaraní	gub	gub	guaj1255	-45.7081	-4.69461	BITE	tʃiʔu	1	
Apiaká	Tupí-Guaraní	api	api	apia1248	-57.91	-7.84711	BITE	ʃaw	1	
Parintintin	Tupí-Guaraní	pah	pah	tenh1241	-61.936	-7.92626	BITE	huʔu	1	
Amondawa	Tupí-Guaraní	adw	adw	amun1246	-62.3064	-9.04023	BITE	huʔu	1	
Tenharim	Tupí-Guaraní	xyz	xyz	????	-61.8972	-8.32882	BITE	huʔu	1	
Urueuwauwau	Tupí-Guaraní	urz	urz	urue1240	-63.8086	-10.9176	BITE	huʔu	1	
Kayabí	Tupí-Guaraní	kyz	kyz	kaya1329	-55.5479	-11.2747	BITE	uʔu	1	
Araweté	Tupí-Guaraní	awt	awt	araw1273	-52.5001	-4.90246	BITE	ʔuʔu	1	
Guajá	Tupí-Guaraní	gvj	gvj	guaj1256	-46.3683	-3.93574	BITE	tʃuʔu	1	
Emerillon (Tekó)	Tupí-Guaraní	eme	eme	emer1243	-52.3699	3.23694	BITE	tsuʔu	1	
Wayampí	Tupí-Guaraní	oym	oym	waya1270	-52.6887	1.73817	BITE	suʔu	1	
Zo'e	Tupí-Guaraní	pto	pto	zoee1240	-55.51	-1.77	BITE	suʔu / soʔu	1	
Ka'apor (Urubu) 	Tupí-Guaraní	urb	urb	urub1250	-46.2204	-2.46455	BITE	suʔu	1	
Anambé	Tupí-Guaraní	aan	aan	anam1249	-49.303	-2.71119	BITE	uʔu	1	
Kamayura	Tupí-Guaraní	kay	kay	kama1373	-53.4651	-12.2661	BITE	uʔu	1	
Asurini do Xingu	Tupí-Guaraní	asn	asn	xing1248	-52.321	-4.13463	BITE	oʔo / mamak	1	
Avá-Canoeiro	Tupí-Guaraní	avv	avv	avac1239	-48.1336	-13.6081	BITE	tʃu	1	
Tupinambá †	Tupí-Guaraní	tpn	tpn	tupi1273	-34.887	-8.1055	BITE	suʔu	1	
Nheengatu	Tupí-Guaraní	yrl	yrl	nhen1239	-66.9646	1.04503	BITE	suʔu	1	
Língua Geral Paulista (Tupi austral) †	Tupí-Guaraní	tpʷ	tpʷ	tupi1274	-46.38	-23.95	BITE	suu	1	
Yuki	Tupí-Guaraní	yuq	yuq	yuqu1240	-64.9438	-16.7875	BITE	suu	1	
Guarayo	Tupí-Guaraní	gyr	gyr	guar1292	-61.6934	-15.8247	BITE	suʔu	1	
Sirionó	Tupí-Guaraní	srq	srq	siri1273	-63.9688	-15.5298	BITE	sɨu	1	
Warazu (Pauserna)	Tupí-Guaraní	psm	psm	paus1244	-63.1903	-12.8553	BITE	huʔu	1	
Chiriguano	Tupí-Guaraní	gui	gui	east2555	-63.37	-20.42	BITE	suu	1	
Mbyá	Tupí-Guaraní	gun	gun	mbya1239	-52.711	-26.0188	BITE	tʃuʔu	1	
Guarani Paraguay	Tupí-Guaraní	gug	gug	para1311	-57.08816	-25.60551	BITE	suʔu	1	
Old Guaraní †	Tupí-Guaraní	#??	olg	????	-54.29	-26.25	BITE	suʔu	1	
Guayaki (Aché)	Tupí-Guaraní	guq	guq	ache1246	-56.4697	-25.5865	BITE	tʃuu	1	
Xetá	Tupí-Guaraní	xet	xet	xeta1241	-52.2266	-24.9408	BITE	tʃo	1	
Kaiowá	Tupí-Guaraní	kgk	kgk	kaiw1246	-54.6815	-24.589	BITE	suʔu	1	
Tapiete	Tupí-Guaraní	tpj	tpj	tapi1253	-62.684	-21.4169	BITE	ʃuʔu	1	
Chiripá (Ñandeva / Avá-Guarani)	Tupí-Guaraní	nhd	nhd	chir1286	-55.05	-25.65	BITE	tsuʔu	1	
Apapokuva of Nimuendajú †	Tupí-Guaraní	?#?	apa	????	-54.4528	-23.7325	BITE	(t)suʔu	1	
Omagua	nonTupían	omg	omg	omag1248	-69.17	-3.53	BITE	karuta	2	
Cocama-Cocamilla	nonTupían	cod	cod	coca1259	-74	-4.5	BITE	karuta	2	
Puruborá	Ramarana-Purubora	pur	pur	puru1264	-62.4358	-11.4226	BLACK	mɨkə̃		
Makurap	Tuparí	mpu	mpu	maku1278	-64.3201	-11.8701	BLACK	kõm		
Wayoró	Tuparí	wyr	wyr	wayo1238	-61.3064	-12.6945	BLACK	tik		
Tuparí	Tuparí	tpr	tpr	tupa1250	-62.2544	-11.8884	BLACK	sikʔe		
Akuntsu	Tuparí	aqz	aqz	akun1241	-60.9716	-12.8322	BLACK	kʷerep		
Mekens (Sakurabiat)	Tuparí	skf	skf	saki1248	-62.0927	-13.054	BLACK	pek		also 'blue'
Gavião (Ikólóéhj)	Mondé	gvo	gvo-gaviao	gavi1246	-61.6752	-10.7235	BLACK	peep	6	
Mondé	Mondé	mnd	mnd	sala1273	-61.25	-12.0499	BLACK	peb		
Aruá	Mondé	arx	arx	arua1261	-62.44	-12.12	BLACK	peep	6	
Matanau †	Mondé	?##	mat	????	-60.682	-5.336	BLACK	pesejó tajãn		peseió taiãn
Zoró	Mondé	gvo	gvo-zoro	gavi1246	-61.6752	-10.7235	BLACK	peep	6	
Suruí-Paiter	Mondé	sru	sru	suru1262	-61.2818	-11.0989	BLACK	peeb	6	
Karitiana	Arikem	ktn	ktn	kari1311	-64.1522	-9.37937	BLACK	ẽẽm	6	
Arikem	Arikem	ait	ait	arik1264	-63.74	-8.92	BLACK	kum		
Xipaya	Juruna	xiy	xiy	xipa1240	-49.948	-4.133	BLACK	tiniki		
Juruna	Juruna	jur	jur	juru1256	-53.3472	-10.9354	BLACK	itinikĩ		
Mundurukú	Munduruku	myu	myu	mund1330	-57.691	-8.41095	BLACK	ok		
Kuruaya	Munduruku	kyr	kyr	kuru1309	-52.2303	-3.09561	BLACK	irãm		
Sateré-Mawé	Mawé	mav	mav	sate1243	-56.8749	-3.63897	BLACK	hun	1	
Awetí	Awetí	awe	awe	awet1244	-53.391944	-12.381944	BLACK	kɨlaw	4	
Parakanã	Tupí-Guaraní	pak	pak	para1312	-50.0621	-4.64681	BLACK	piõn / on	1	
Asurini do Tocantins	Tupí-Guaraní	asu	asu	toca1235	-49.8991	-3.59359	BLACK	pihon	1	
Suruí (Pará)	Tupí-Guaraní	mdz	mdz	suru1262	-48.59	-5.93	BLACK	pɨsun	1	
Tapirapé (Apyãwa)	Tupí-Guaraní	taf	taf	tapi1254	-50.5438	-10.5373	BLACK	on	1	
Tembé	Tupí-Guaraní	tqb	tqb	temb1276	-48.2359	-2.6123	BLACK	pihun	1	
Guajajara	Tupí-Guaraní	gub	gub	guaj1255	-45.7081	-4.69461	BLACK	pihun	1	
Apiaká	Tupí-Guaraní	api	api	apia1248	-57.91	-7.84711	BLACK	nimurõ	5	
Parintintin	Tupí-Guaraní	pah	pah	tenh1241	-61.936	-7.92626	BLACK	ɨpɨtũnã	1	
Amondawa	Tupí-Guaraní	adw	adw	amun1246	-62.3064	-9.04023	BLACK	ɨpɨtũnã	1	
Tenharim	Tupí-Guaraní	xyz	xyz	????	-61.8972	-8.32882	BLACK	ɨpɨtũnã	1	
Urueuwauwau	Tupí-Guaraní	urz	urz	urue1240	-63.8086	-10.9176	BLACK	ɨpɨtũnã	1	
Tupi do Machado (Wirafed) †	Tupí-Guaraní	###	wir	????	-61.358125	-12.523397	BLACK	upibu		
Kayabí	Tupí-Guaraní	kyz	kyz	kaya1329	-55.5479	-11.2747	BLACK	ũn	1	
Anambé of Ehrenreich †	Tupí-Guaraní	??#	ane	anam1251	-50.5	-4.5	BLACK	tapajuna	1	
Guajá	Tupí-Guaraní	gvj	gvj	guaj1256	-46.3683	-3.93574	BLACK	pihũ	1	
Emerillon (Tekó)	Tupí-Guaraní	eme	eme	emer1243	-52.3699	3.23694	BLACK	hun	1	
Wayampí	Tupí-Guaraní	oym	oym	waya1270	-52.6887	1.73817	BLACK	pij̃ũ	1	
Zo'e	Tupí-Guaraní	pto	pto	zoee1240	-55.51	-1.77	BLACK	ubɨk		
Ka'apor (Urubu) 	Tupí-Guaraní	urb	urb	urub1250	-46.2204	-2.46455	BLACK	pihun	1	
Anambé	Tupí-Guaraní	aan	aan	anam1249	-49.303	-2.71119	BLACK	pɨtũ	1	
Kamayura	Tupí-Guaraní	kay	kay	kama1373	-53.4651	-12.2661	BLACK	pitsun	1	
Asurini do Xingu	Tupí-Guaraní	asn	asn	xing1248	-52.321	-4.13463	BLACK	pion	1	
Avá-Canoeiro	Tupí-Guaraní	avv	avv	avac1239	-48.1336	-13.6081	BLACK	piun	1	
Tupinambá †	Tupí-Guaraní	tpn	tpn	tupi1273	-34.887	-8.1055	BLACK	piʃun	1	
Nheengatu	Tupí-Guaraní	yrl	yrl	nhen1239	-66.9646	1.04503	BLACK	piʃuna	1	
Língua Geral Paulista (Tupi austral) †	Tupí-Guaraní	tpʷ	tpʷ	tupi1274	-46.38	-23.95	BLACK	piʃuna	1	
Yuki	Tupí-Guaraní	yuq	yuq	yuqu1240	-64.9438	-16.7875	BLACK	tõdaru	2	
Guarayo	Tupí-Guaraní	gyr	gyr	guar1292	-61.6934	-15.8247	BLACK	ũ	1	
Sirionó	Tupí-Guaraní	srq	srq	siri1273	-63.9688	-15.5298	BLACK	õde	2	
Warazu (Pauserna)	Tupí-Guaraní	psm	psm	paus1244	-63.1903	-12.8553	BLACK	ũ	1	
Chiriguano	Tupí-Guaraní	gui	gui	east2555	-63.37	-20.42	BLACK	hũ	1	
Mbyá	Tupí-Guaraní	gun	gun	mbya1239	-52.711	-26.0188	BLACK	ũ	1	
Guarani Paraguay	Tupí-Guaraní	gug	gug	para1311	-57.08816	-25.60551	BLACK	hũ	1	
Old Guaraní †	Tupí-Guaraní	#??	olg	????	-54.29	-26.25	BLACK	pehũ	1	
Guayaki (Aché)	Tupí-Guaraní	guq	guq	ache1246	-56.4697	-25.5865	BLACK	njoʔõ	3	
Xetá	Tupí-Guaraní	xet	xet	xeta1241	-52.2266	-24.9408	BLACK	hũntaj	1	
Kaiowá	Tupí-Guaraní	kgk	kgk	kaiw1246	-54.6815	-24.589	BLACK	hũ	1	
Tapiete	Tupí-Guaraní	tpj	tpj	tapi1253	-62.684	-21.4169	BLACK	hũ	1	
Chiripá (Ñandeva / Avá-Guarani)	Tupí-Guaraní	nhd	nhd	chir1286	-55.05	-25.65	BLACK	ũʔũ		
Omagua	nonTupían	omg	omg	omag1248	-69.17	-3.53	BLACK	suni	1	
Cocama-Cocamilla	nonTupían	cod	cod	coca1259	-74	-4.5	BLACK	tsuni	1	
Puruborá	Ramarana-Purubora	pur	pur	puru1264	-62.4358	-11.4226	BLOOD	kuruip		
Makurap	Tuparí	mpu	mpu	maku1278	-64.3201	-11.8701	BLOOD	t(ʃ)eɨ	1	
Wayoró	Tuparí	wyr	wyr	wayo1238	-61.3064	-12.6945	BLOOD	ɲdʒaɨ		
Tuparí	Tuparí	tpr	tpr	tupa1250	-62.2544	-11.8884	BLOOD	eɨ		
Akuntsu	Tuparí	aqz	aqz	akun1241	-60.9716	-12.8322	BLOOD	eʔɨ		
Mekens (Sakurabiat)	Tuparí	skf	skf	saki1248	-62.0927	-13.054	BLOOD	uwaj / kjahɨ	1	
Cinta-Larga	Mondé	cin	cin	cint1239	-60.8312	-10.5879	BLOOD	siit		
Gavião (Ikólóéhj)	Mondé	gvo	gvo-gaviao	gavi1246	-61.6752	-10.7235	BLOOD	jiìt		
Mondé	Mondé	mnd	mnd	sala1273	-61.25	-12.0499	BLOOD	tiitɨ		
Aruá	Mondé	arx	arx	arua1261	-62.44	-12.12	BLOOD	tsiit		
Matanau †	Mondé	?##	mat	????	-60.682	-5.336	BLOOD	sir		unsirr
Kabanae †	Mondé	?#?	kbn	????	-60.462	-5.199	BLOOD	tsiri		untsirri
Zoró	Mondé	gvo	gvo-zoro	gavi1246	-61.6752	-10.7235	BLOOD	tsiit		
Suruí-Paiter	Mondé	sru	sru	suru1262	-61.2818	-11.0989	BLOOD	hir / lit		
Karitiana	Arikem	ktn	ktn	kari1311	-64.1522	-9.37937	BLOOD	ge		
Arikem	Arikem	ait	ait	arik1264	-63.74	-8.92	BLOOD	tʃeɨ		
Xipaya	Juruna	xiy	xiy	xipa1240	-49.948	-4.133	BLOOD	apéta	7	
Juruna	Juruna	jur	jur	juru1256	-53.3472	-10.9354	BLOOD	apetu	7	
Mundurukú	Munduruku	myu	myu	mund1330	-57.691	-8.41095	BLOOD	doj		
Kuruaya	Munduruku	kyr	kyr	kuru1309	-52.2303	-3.09561	BLOOD	toj		
Sateré-Mawé	Mawé	mav	mav	sate1243	-56.8749	-3.63897	BLOOD	huu / suu		
